onset	duration	parametric_modulation	regressor	description
17.016	0.95604	1	1	HV Go
45.011	0.95604	1	1	HV Go
79.011	0.95604	1	1	HV Go
84.011	0.95604	1	1	HV Go
91.013	0.95604	1	1	HV Go
99.014	0.95604	1	1	HV Go
127.02	0.95604	1	1	HV Go
185.01	0.95604	1	1	HV Go
188.01	0.95604	1	1	HV Go
17.016	0.95604	-0.32407	2	HV Go - by choice
45.011	0.95604	-0.074074	2	HV Go - by choice
79.011	0.95604	0.17593	2	HV Go - by choice
84.011	0.95604	0.17593	2	HV Go - by choice
91.013	0.95604	-0.074074	2	HV Go - by choice
99.014	0.95604	-0.074074	2	HV Go - by choice
127.02	0.95604	-0.15741	2	HV Go - by choice
185.01	0.95604	0.17593	2	HV Go - by choice
188.01	0.95604	0.17593	2	HV Go - by choice
17.016	0.95604	0.02	3	HV Go - by value diff
45.011	0.95604	0.11	3	HV Go - by value diff
79.011	0.95604	0.1	3	HV Go - by value diff
84.011	0.95604	0.08	3	HV Go - by value diff
91.013	0.95604	0.05	3	HV Go - by value diff
99.014	0.95604	0.02	3	HV Go - by value diff
127.02	0.95604	0.02	3	HV Go - by value diff
185.01	0.95604	0.04	3	HV Go - by value diff
188.01	0.95604	0.01	3	HV Go - by value diff
2.0137	0.95604	1	4	HV NoGo
14.016	0.95604	1	4	HV NoGo
48.011	0.95604	1	4	HV NoGo
66.011	0.95604	1	4	HV NoGo
105.02	0.95604	1	4	HV NoGo
124.02	0.95604	1	4	HV NoGo
131.02	0.95604	1	4	HV NoGo
153.01	0.95604	1	4	HV NoGo
173.01	0.95604	1	4	HV NoGo
2.0137	0.95604	0.064815	5	HV NoGo - by choice
14.016	0.95604	0.064815	5	HV NoGo - by choice
48.011	0.95604	-0.51852	5	HV NoGo - by choice
66.011	0.95604	0.064815	5	HV NoGo - by choice
105.02	0.95604	0.064815	5	HV NoGo - by choice
124.02	0.95604	0.14815	5	HV NoGo - by choice
131.02	0.95604	-0.018519	5	HV NoGo - by choice
153.01	0.95604	0.14815	5	HV NoGo - by choice
173.01	0.95604	-0.018519	5	HV NoGo - by choice
2.0137	0.95604	-0.01	6	HV NoGo - by value diff
14.016	0.95604	0.02	6	HV NoGo - by value diff
48.011	0.95604	-0.07	6	HV NoGo - by value diff
66.011	0.95604	0.12	6	HV NoGo - by value diff
105.02	0.95604	0.11	6	HV NoGo - by value diff
124.02	0.95604	-0.01	6	HV NoGo - by value diff
131.02	0.95604	0	6	HV NoGo - by value diff
153.01	0.95604	0.02	6	HV NoGo - by value diff
173.01	0.95604	0.01	6	HV NoGo - by value diff
2.0137	0.95604	-0.13753	7	HV - by RT
14.016	0.95604	-0.18657	7	HV - by RT
17.016	0.95604	-0.17609	7	HV - by RT
45.011	0.95604	-0.15338	7	HV - by RT
48.011	0.95604	0.23652	7	HV - by RT
66.011	0.95604	0.16233	7	HV - by RT
79.011	0.95604	-0.21686	7	HV - by RT
84.011	0.95604	-0.16828	7	HV - by RT
91.013	0.95604	0.20354	7	HV - by RT
99.014	0.95604	0.085163	7	HV - by RT
105.02	0.95604	0.23011	7	HV - by RT
124.02	0.95604	-0.094257	7	HV - by RT
127.02	0.95604	-0.12267	7	HV - by RT
131.02	0.95604	-0.074327	7	HV - by RT
153.01	0.95604	0.32511	7	HV - by RT
173.01	0.95604	-0.013107	7	HV - by RT
185.01	0.95604	0.38966	7	HV - by RT
188.01	0.95604	-0.28941	7	HV - by RT
6.0143	0.95604	1	8	LV Go
20.017	0.95604	1	8	LV Go
34.019	0.95604	1	8	LV Go
38.02	0.95604	1	8	LV Go
42.021	0.95604	1	8	LV Go
56.011	0.95604	1	8	LV Go
75.011	0.95604	1	8	LV Go
96.013	0.95604	1	8	LV Go
121.02	0.95604	1	8	LV Go
140.02	0.95604	1	8	LV Go
149.01	0.95604	1	8	LV Go
177.01	0.95604	1	8	LV Go
6.0143	0.95604	-0.22412	9	LV Go - by choice
20.017	0.95604	0.19255	9	LV Go - by choice
34.019	0.95604	0.078914	9	LV Go - by choice
38.02	0.95604	0.025884	9	LV Go - by choice
42.021	0.95604	0.19255	9	LV Go - by choice
56.011	0.95604	0.19255	9	LV Go - by choice
75.011	0.95604	0.078914	9	LV Go - by choice
96.013	0.95604	0.025884	9	LV Go - by choice
121.02	0.95604	-0.39078	9	LV Go - by choice
140.02	0.95604	0.19255	9	LV Go - by choice
149.01	0.95604	0.025884	9	LV Go - by choice
177.01	0.95604	-0.39078	9	LV Go - by choice
6.0143	0.95604	-0.08	10	LV Go - by value diff
20.017	0.95604	0	10	LV Go - by value diff
34.019	0.95604	-0.01	10	LV Go - by value diff
38.02	0.95604	0.04	10	LV Go - by value diff
42.021	0.95604	-0.05	10	LV Go - by value diff
56.011	0.95604	0.02	10	LV Go - by value diff
75.011	0.95604	0.06	10	LV Go - by value diff
96.013	0.95604	0.04	10	LV Go - by value diff
121.02	0.95604	0.11	10	LV Go - by value diff
140.02	0.95604	0	10	LV Go - by value diff
