onset	duration	parametric_modulation	regressor	description
13.034	0.95604	1	1	HV Go
25.025	0.95604	1	1	HV Go
43.025	0.95604	1	1	HV Go
59.026	0.95604	1	1	HV Go
84.03	0.95604	1	1	HV Go
87.031	0.95604	1	1	HV Go
94.032	0.95604	1	1	HV Go
110.03	0.95604	1	1	HV Go
116.04	0.95604	1	1	HV Go
130.03	0.95604	1	1	HV Go
146.03	0.95604	1	1	HV Go
156.03	0.95604	1	1	HV Go
166.03	0.95604	1	1	HV Go
178.03	0.95604	1	1	HV Go
13.034	0.95604	0.22024	2	HV Go - by choice
25.025	0.95604	-0.3631	2	HV Go - by choice
43.025	0.95604	0.1369	2	HV Go - by choice
59.026	0.95604	-0.3631	2	HV Go - by choice
84.03	0.95604	-0.029762	2	HV Go - by choice
87.031	0.95604	0.1369	2	HV Go - by choice
94.032	0.95604	0.22024	2	HV Go - by choice
110.03	0.95604	-0.029762	2	HV Go - by choice
116.04	0.95604	0.1369	2	HV Go - by choice
130.03	0.95604	0.1369	2	HV Go - by choice
146.03	0.95604	0.22024	2	HV Go - by choice
156.03	0.95604	-0.029762	2	HV Go - by choice
166.03	0.95604	-0.3631	2	HV Go - by choice
178.03	0.95604	-0.029762	2	HV Go - by choice
13.034	0.95604	-0.05	3	HV Go - by value diff
25.025	0.95604	0.06	3	HV Go - by value diff
43.025	0.95604	0.06	3	HV Go - by value diff
59.026	0.95604	0.11	3	HV Go - by value diff
84.03	0.95604	-0.08	3	HV Go - by value diff
87.031	0.95604	-0.07	3	HV Go - by value diff
94.032	0.95604	0.03	3	HV Go - by value diff
110.03	0.95604	-0.02	3	HV Go - by value diff
116.04	0.95604	-0.08	3	HV Go - by value diff
130.03	0.95604	-0.02	3	HV Go - by value diff
146.03	0.95604	-0.07	3	HV Go - by value diff
156.03	0.95604	-0.07	3	HV Go - by value diff
166.03	0.95604	0	3	HV Go - by value diff
178.03	0.95604	-0.13	3	HV Go - by value diff
5.0328	0.95604	1	4	HV NoGo
54.025	0.95604	1	4	HV NoGo
103.03	0.95604	1	4	HV NoGo
106.03	0.95604	1	4	HV NoGo
5.0328	0.95604	0.020833	5	HV NoGo - by choice
54.025	0.95604	0.020833	5	HV NoGo - by choice
103.03	0.95604	-0.0625	5	HV NoGo - by choice
106.03	0.95604	0.020833	5	HV NoGo - by choice
5.0328	0.95604	0.01	6	HV NoGo - by value diff
54.025	0.95604	0.09	6	HV NoGo - by value diff
103.03	0.95604	-0.14	6	HV NoGo - by value diff
106.03	0.95604	-0.04	6	HV NoGo - by value diff
5.0328	0.95604	-0.010623	7	HV - by RT
13.034	0.95604	0.089027	7	HV - by RT
25.025	0.95604	0.13114	7	HV - by RT
43.025	0.95604	-0.026113	7	HV - by RT
54.025	0.95604	0.1417	7	HV - by RT
59.026	0.95604	0.16754	7	HV - by RT
84.03	0.95604	0.30119	7	HV - by RT
87.031	0.95604	0.078647	7	HV - by RT
94.032	0.95604	0.015477	7	HV - by RT
103.03	0.95604	0.046907	7	HV - by RT
106.03	0.95604	-0.032413	7	HV - by RT
110.03	0.95604	-0.0043633	7	HV - by RT
116.04	0.95604	-0.19239	7	HV - by RT
130.03	0.95604	-0.1563	7	HV - by RT
146.03	0.95604	-0.20954	7	HV - by RT
156.03	0.95604	-0.21178	7	HV - by RT
166.03	0.95604	-0.052463	7	HV - by RT
178.03	0.95604	-0.075613	7	HV - by RT
8.0333	0.95604	1	8	LV Go
18.035	0.95604	1	8	LV Go
29.025	0.95604	1	8	LV Go
67.027	0.95604	1	8	LV Go
70.028	0.95604	1	8	LV Go
100.03	0.95604	1	8	LV Go
150.03	0.95604	1	8	LV Go
181.03	0.95604	1	8	LV Go
8.0333	0.95604	-0.11932	9	LV Go - by choice
18.035	0.95604	0.21402	9	LV Go - by choice
29.025	0.95604	-0.20265	9	LV Go - by choice
67.027	0.95604	-0.035985	9	LV Go - by choice
70.028	0.95604	0.0018939	9	LV Go - by choice
100.03	0.95604	0.21402	9	LV Go - by choice
150.03	0.95604	0.047348	9	LV Go - by choice
181.03	0.95604	-0.11932	9	LV Go - by choice
8.0333	0.95604	0	10	LV Go - by value diff
18.035	0.95604	0.07	10	LV Go - by value diff
