onset	duration	parametric_modulation	regressor	description
7.4127	1	1	1	HV Go
9.4128	1	1	1	HV Go
24.407	1	1	1	HV Go
30.408	1	1	1	HV Go
75.4	1	1	1	HV Go
88.402	1	1	1	HV Go
137.19	1	1	1	HV Go
146.2	1	1	1	HV Go
150.2	1	1	1	HV Go
201.19	1	1	1	HV Go
208.19	1	1	1	HV Go
244.2	1	1	1	HV Go
7.4127	1	-0.44444	2	HV Go - by choice
9.4128	1	-0.027778	2	HV Go - by choice
24.407	1	0.13889	2	HV Go - by choice
30.408	1	0.30556	2	HV Go - by choice
75.4	1	-0.11111	2	HV Go - by choice
88.402	1	0.13889	2	HV Go - by choice
137.19	1	0.13889	2	HV Go - by choice
146.2	1	-0.44444	2	HV Go - by choice
150.2	1	-0.11111	2	HV Go - by choice
201.19	1	0.30556	2	HV Go - by choice
208.19	1	0.13889	2	HV Go - by choice
244.2	1	-0.027778	2	HV Go - by choice
7.4127	1	0.0066667	3	HV Go - by value
9.4128	1	0.066667	3	HV Go - by value
24.407	1	-0.073333	3	HV Go - by value
30.408	1	-0.0033333	3	HV Go - by value
75.4	1	0.026667	3	HV Go - by value
88.402	1	-0.023333	3	HV Go - by value
137.19	1	-0.073333	3	HV Go - by value
146.2	1	0.0066667	3	HV Go - by value
150.2	1	0.026667	3	HV Go - by value
201.19	1	-0.0033333	3	HV Go - by value
208.19	1	-0.023333	3	HV Go - by value
244.2	1	0.066667	3	HV Go - by value
7.4127	1	-0.10281	4	HV Go - by GSD
9.4128	1	-0.10081	4	HV Go - by GSD
24.407	1	-0.085811	4	HV Go - by GSD
30.408	1	-0.07981	4	HV Go - by GSD
75.4	1	-0.034818	4	HV Go - by GSD
88.402	1	-0.021804	4	HV Go - by GSD
137.19	1	0.026976	4	HV Go - by GSD
146.2	1	0.035977	4	HV Go - by GSD
150.2	1	0.03998	4	HV Go - by GSD
201.19	1	0.09097	4	HV Go - by GSD
208.19	1	0.097972	4	HV Go - by GSD
244.2	1	0.13398	4	HV Go - by GSD
2.4133	1	1	5	LV Go
22.407	1	1	5	LV Go
39.413	1	1	5	LV Go
68.398	1	1	5	LV Go
86.401	1	1	5	LV Go
102.4	1	1	5	LV Go
134.19	1	1	5	LV Go
152.2	1	1	5	LV Go
181.18	1	1	5	LV Go
216.19	1	1	5	LV Go
220.19	1	1	5	LV Go
230.19	1	1	5	LV Go
2.4133	1	0.087121	6	LV Go - by choice
22.407	1	0.32955	6	LV Go - by choice
39.413	1	-0.034091	6	LV Go - by choice
68.398	1	0.0037879	6	LV Go - by choice
86.401	1	-0.30682	6	LV Go - by choice
102.4	1	-0.079545	6	LV Go - by choice
134.19	1	-0.034091	6	LV Go - by choice
152.2	1	-0.30682	6	LV Go - by choice
181.18	1	0.32955	6	LV Go - by choice
216.19	1	0.0037879	6	LV Go - by choice
220.19	1	0.087121	6	LV Go - by choice
230.19	1	-0.079545	6	LV Go - by choice
2.4133	1	0.023333	7	LV Go - by value
22.407	1	0.083333	7	LV Go - by value
39.413	1	-0.026667	7	LV Go - by value
68.398	1	-0.036667	7	LV Go - by value
86.401	1	-0.056667	7	LV Go - by value
102.4	1	0.013333	7	LV Go - by value
134.19	1	-0.026667	7	LV Go - by value
