onset	duration	parametric_modulation	regressor	description
30.394	1	1	1	HV Go
40.394	1	1	1	HV Go
65.394	1	1	1	HV Go
74.395	1	1	1	HV Go
79.394	1	1	1	HV Go
108.38	1	1	1	HV Go
138.17	1	1	1	HV Go
173.16	1	1	1	HV Go
177.16	1	1	1	HV Go
184.16	1	1	1	HV Go
204.17	1	1	1	HV Go
210.17	1	1	1	HV Go
30.394	1	-0.18056	2	HV Go - by choice
40.394	1	0.15278	2	HV Go - by choice
65.394	1	-0.18056	2	HV Go - by choice
74.395	1	0.069444	2	HV Go - by choice
79.394	1	0.31944	2	HV Go - by choice
108.38	1	-0.18056	2	HV Go - by choice
138.17	1	0.15278	2	HV Go - by choice
173.16	1	0.069444	2	HV Go - by choice
177.16	1	-0.18056	2	HV Go - by choice
184.16	1	-0.18056	2	HV Go - by choice
204.17	1	0.31944	2	HV Go - by choice
210.17	1	-0.18056	2	HV Go - by choice
30.394	1	-0.026667	3	HV Go - by value
40.394	1	-0.026667	3	HV Go - by value
65.394	1	0.053333	3	HV Go - by value
74.395	1	-0.066667	3	HV Go - by value
79.394	1	0.073333	3	HV Go - by value
108.38	1	-0.0066667	3	HV Go - by value
138.17	1	-0.026667	3	HV Go - by value
173.16	1	-0.066667	3	HV Go - by value
177.16	1	-0.026667	3	HV Go - by value
184.16	1	-0.0066667	3	HV Go - by value
204.17	1	0.073333	3	HV Go - by value
210.17	1	0.053333	3	HV Go - by value
30.394	1	-0.093385	4	HV Go - by GSD
40.394	1	-0.083385	4	HV Go - by GSD
65.394	1	-0.058384	4	HV Go - by GSD
74.395	1	-0.049384	4	HV Go - by GSD
79.394	1	-0.044384	4	HV Go - by GSD
108.38	1	-0.015397	4	HV Go - by GSD
138.17	1	0.014392	4	HV Go - by GSD
173.16	1	0.049384	4	HV Go - by GSD
177.16	1	0.053384	4	HV Go - by GSD
184.16	1	0.060384	4	HV Go - by GSD
204.17	1	0.080387	4	HV Go - by GSD
210.17	1	0.086388	4	HV Go - by GSD
13.393	1	1	5	LV Go
