onset	duration	parametric_modulation	regressor	description
21.016	0.95604	1	1	HV Go
46.019	0.95604	1	1	HV Go
59.021	0.95604	1	1	HV Go
96.017	0.95604	1	1	HV Go
123.02	0.95604	1	1	HV Go
126.02	0.95604	1	1	HV Go
163.02	0.95604	1	1	HV Go
169.02	0.95604	1	1	HV Go
21.016	0.95604	-0.14167	2	HV Go - by choice
46.019	0.95604	-0.24167	2	HV Go - by choice
59.021	0.95604	0.175	2	HV Go - by choice
96.017	0.95604	-0.15833	2	HV Go - by choice
123.02	0.95604	0.175	2	HV Go - by choice
126.02	0.95604	0.175	2	HV Go - by choice
163.02	0.95604	-0.15833	2	HV Go - by choice
169.02	0.95604	0.175	2	HV Go - by choice
21.016	0.95604	0.05	3	HV Go - by value diff
46.019	0.95604	-0.05	3	HV Go - by value diff
59.021	0.95604	0	3	HV Go - by value diff
96.017	0.95604	0	3	HV Go - by value diff
123.02	0.95604	0.05	3	HV Go - by value diff
126.02	0.95604	0.01	3	HV Go - by value diff
163.02	0.95604	0.03	3	HV Go - by value diff
169.02	0.95604	0	3	HV Go - by value diff
6.016	0.95604	1	4	HV NoGo
64.022	0.95604	1	4	HV NoGo
69.023	0.95604	1	4	HV NoGo
77.024	0.95604	1	4	HV NoGo
88.026	0.95604	1	4	HV NoGo
99.017	0.95604	1	4	HV NoGo
118.02	0.95604	1	4	HV NoGo
140.02	0.95604	1	4	HV NoGo
179.03	0.95604	1	4	HV NoGo
6.016	0.95604	-0.024411	5	HV NoGo - by choice
64.022	0.95604	0.02862	5	HV NoGo - by choice
69.023	0.95604	0.02862	5	HV NoGo - by choice
77.024	0.95604	0.02862	5	HV NoGo - by choice
88.026	0.95604	-0.054714	5	HV NoGo - by choice
99.017	0.95604	0.11195	5	HV NoGo - by choice
118.02	0.95604	-0.20623	5	HV NoGo - by choice
140.02	0.95604	0.11195	5	HV NoGo - by choice
179.03	0.95604	-0.024411	5	HV NoGo - by choice
6.016	0.95604	0.03	6	HV NoGo - by value diff
64.022	0.95604	0.04	6	HV NoGo - by value diff
69.023	0.95604	-0.01	6	HV NoGo - by value diff
77.024	0.95604	-0.02	6	HV NoGo - by value diff
88.026	0.95604	-0.06	6	HV NoGo - by value diff
99.017	0.95604	0.04	6	HV NoGo - by value diff
118.02	0.95604	-0.05	6	HV NoGo - by value diff
140.02	0.95604	-0.01	6	HV NoGo - by value diff
179.03	0.95604	0.04	6	HV NoGo - by value diff
6.016	0.95604	0.045919	7	HV - by RT
21.016	0.95604	0.21158	7	HV - by RT
46.019	0.95604	-0.17959	7	HV - by RT
59.021	0.95604	-0.067931	7	HV - by RT
64.022	0.95604	0.27226	7	HV - by RT
69.023	0.95604	0.17041	7	HV - by RT
77.024	0.95604	0.212	7	HV - by RT
88.026	0.95604	0.041019	7	HV - by RT
96.017	0.95604	-0.058391	7	HV - by RT
99.017	0.95604	0.26253	7	HV - by RT
118.02	0.95604	-0.11877	7	HV - by RT
123.02	0.95604	-0.063801	7	HV - by RT
126.02	0.95604	-0.22891	7	HV - by RT
140.02	0.95604	0.22859	7	HV - by RT
163.02	0.95604	-0.27438	7	HV - by RT
169.02	0.95604	-0.32243	7	HV - by RT
179.03	0.95604	-0.1301	7	HV - by RT
13.016	0.95604	1	8	LV Go
16.016	0.95604	1	8	LV Go
31.016	0.95604	1	8	LV Go
49.019	0.95604	1	8	LV Go
107.02	0.95604	1	8	LV Go
143.02	0.95604	1	8	LV Go
154.02	0.95604	1	8	LV Go
157.02	0.95604	1	8	LV Go
182.03	0.95604	1	8	LV Go
13.016	0.95604	0.14158	9	LV Go - by choice
16.016	0.95604	-0.49175	9	LV Go - by choice
31.016	0.95604	0.14158	9	LV Go - by choice
49.019	0.95604	0.21734	9	LV Go - by choice
107.02	0.95604	0.30825	9	LV Go - by choice
143.02	0.95604	0.30825	9	LV Go - by choice
154.02	0.95604	-0.49175	9	LV Go - by choice
157.02	0.95604	-0.44175	9	LV Go - by choice
182.03	0.95604	0.30825	9	LV Go - by choice
13.016	0.95604	0.02	10	LV Go - by value diff
16.016	0.95604	0.09	10	LV Go - by value diff
31.016	0.95604	-0.02	10	LV Go - by value diff
49.019	0.95604	0	10	LV Go - by value diff
107.02	0.95604	-0.01	10	LV Go - by value diff
143.02	0.95604	0	10	LV Go - by value diff
154.02	0.95604	0	10	LV Go - by value diff
157.02	0.95604	0	10	LV Go - by value diff
182.03	0.95604	-0.04	10	LV Go - by value diff
34.016	0.95604	1	11	LV NoGo
91.017	0.95604	1	11	LV NoGo
147.02	0.95604	1	11	LV NoGo
172.02	0.95604	1	11	LV NoGo
175.02	0.95604	1	11	LV NoGo
185.03	0.95604	1	11	LV NoGo
188.03	0.95604	1	11	LV NoGo
34.016	0.95604	0.08658	12	LV NoGo - by choice
91.017	0.95604	0.08658	12	LV NoGo - by choice
147.02	0.95604	0.16991	12	LV NoGo - by choice
172.02	0.95604	-0.13312	12	LV NoGo - by choice
