onset	duration	parametric_modulation	regressor	description
2.0329	0.95604	1	1	HV Go
9.0259	0.95604	1	1	HV Go
22.026	0.95604	1	1	HV Go
61.027	0.95604	1	1	HV Go
68.028	0.95604	1	1	HV Go
78.03	0.95604	1	1	HV Go
117.03	0.95604	1	1	HV Go
125.03	0.95604	1	1	HV Go
2.0329	0.95604	0.11458	2	HV Go - by choice
9.0259	0.95604	0.03125	2	HV Go - by choice
22.026	0.95604	0.03125	2	HV Go - by choice
61.027	0.95604	-0.21875	2	HV Go - by choice
68.028	0.95604	0.03125	2	HV Go - by choice
78.03	0.95604	0.11458	2	HV Go - by choice
117.03	0.95604	0.11458	2	HV Go - by choice
125.03	0.95604	-0.21875	2	HV Go - by choice
2.0329	0.95604	-0.12	3	HV Go - by value diff
9.0259	0.95604	-0.02	3	HV Go - by value diff
22.026	0.95604	0	3	HV Go - by value diff
61.027	0.95604	-0.07	3	HV Go - by value diff
68.028	0.95604	0.01	3	HV Go - by value diff
78.03	0.95604	-0.04	3	HV Go - by value diff
117.03	0.95604	-0.02	3	HV Go - by value diff
125.03	0.95604	-0.02	3	HV Go - by value diff
31.026	0.95604	1	4	HV NoGo
34.026	0.95604	1	4	HV NoGo
90.032	0.95604	1	4	HV NoGo
138.03	0.95604	1	4	HV NoGo
151.03	0.95604	1	4	HV NoGo
163.03	0.95604	1	4	HV NoGo
172.03	0.95604	1	4	HV NoGo
176.03	0.95604	1	4	HV NoGo
31.026	0.95604	-0.13826	5	HV NoGo - by choice
34.026	0.95604	0.028409	5	HV NoGo - by choice
90.032	0.95604	0.081439	5	HV NoGo - by choice
138.03	0.95604	-0.054924	5	HV NoGo - by choice
151.03	0.95604	0.081439	5	HV NoGo - by choice
163.03	0.95604	0.028409	5	HV NoGo - by choice
172.03	0.95604	0.028409	5	HV NoGo - by choice
176.03	0.95604	-0.054924	5	HV NoGo - by choice
31.026	0.95604	-0.04	6	HV NoGo - by value diff
34.026	0.95604	-0.09	6	HV NoGo - by value diff
90.032	0.95604	0	6	HV NoGo - by value diff
138.03	0.95604	-0.07	6	HV NoGo - by value diff
151.03	0.95604	0.02	6	HV NoGo - by value diff
163.03	0.95604	-0.05	6	HV NoGo - by value diff
172.03	0.95604	-0.11	6	HV NoGo - by value diff
176.03	0.95604	0.05	6	HV NoGo - by value diff
2.0329	0.95604	-0.016171	7	HV - by RT
9.0259	0.95604	0.049799	7	HV - by RT
22.026	0.95604	0.016579	7	HV - by RT
31.026	0.95604	0.10655	7	HV - by RT
34.026	0.95604	0.24645	7	HV - by RT
61.027	0.95604	0.094039	7	HV - by RT
68.028	0.95604	0.10191	7	HV - by RT
78.03	0.95604	-0.029871	7	HV - by RT
90.032	0.95604	0.029009	7	HV - by RT
117.03	0.95604	-0.075701	7	HV - by RT
125.03	0.95604	-0.018901	7	HV - by RT
138.03	0.95604	-0.18704	7	HV - by RT
151.03	0.95604	-0.077261	7	HV - by RT
163.03	0.95604	-0.15544	7	HV - by RT
172.03	0.95604	0.038319	7	HV - by RT
176.03	0.95604	-0.12226	7	HV - by RT
26.026	0.95604	1	8	LV Go
39.026	0.95604	1	8	LV Go
87.031	0.95604	1	8	LV Go
93.032	0.95604	1	8	LV Go
110.03	0.95604	1	8	LV Go
122.03	0.95604	1	8	LV Go
129.03	0.95604	1	8	LV Go
147.03	0.95604	1	8	LV Go
169.03	0.95604	1	8	LV Go
185.03	0.95604	1	8	LV Go
188.03	0.95604	1	8	LV Go
26.026	0.95604	-0.30119	9	LV Go - by choice
39.026	0.95604	-0.53352	9	LV Go - by choice
87.031	0.95604	-0.028466	9	LV Go - by choice
93.032	0.95604	0.24426	9	LV Go - by choice
110.03	0.95604	-0.028466	9	LV Go - by choice
122.03	0.95604	0.24426	9	LV Go - by choice
129.03	0.95604	-0.30119	9	LV Go - by choice
147.03	0.95604	0.24426	9	LV Go - by choice
169.03	0.95604	0.24426	9	LV Go - by choice
185.03	0.95604	0.24426	9	LV Go - by choice
188.03	0.95604	-0.028466	9	LV Go - by choice
26.026	0.95604	-0.07	10	LV Go - by value diff
39.026	0.95604	0	10	LV Go - by value diff
87.031	0.95604	0.06	10	LV Go - by value diff
93.032	0.95604	-0.03	10	LV Go - by value diff
110.03	0.95604	0.03	10	LV Go - by value diff
122.03	0.95604	0.06	10	LV Go - by value diff
129.03	0.95604	0.04	10	LV Go - by value diff
147.03	0.95604	0	10	LV Go - by value diff
169.03	0.95604	0.03	10	LV Go - by value diff
185.03	0.95604	0.11	10	LV Go - by value diff
188.03	0.95604	0.14	10	LV Go - by value diff
52.026	0.95604	1	11	LV NoGo
72.028	0.95604	1	11	LV NoGo
83.03	0.95604	1	11	LV NoGo
97.027	0.95604	1	11	LV NoGo
114.03	0.95604	1	11	LV NoGo
179.03	0.95604	1	11	LV NoGo
182.03	0.95604	1	11	LV NoGo
52.026	0.95604	1.1102e-16	12	LV NoGo - by choice
72.028	0.95604	0.083333	12	LV NoGo - by choice
83.03	0.95604	-0.083333	12	LV NoGo - by choice
97.027	0.95604	0.083333	12	LV NoGo - by choice
114.03	0.95604	-0.083333	12	LV NoGo - by choice
179.03	0.95604	-0.083333	12	LV NoGo - by choice
182.03	0.95604	0.083333	12	LV NoGo - by choice
52.026	0.95604	-0.06	13	LV NoGo - by value diff
72.028	0.95604	0.02	13	LV NoGo - by value diff
