onset	duration	parametric_modulation	regressor	description
43.014	0.92825	1	1	HV Go
93.02	0.92825	1	1	HV Go
110.02	0.92825	1	1	HV Go
125.02	0.92825	1	1	HV Go
142.02	0.92825	1	1	HV Go
163.02	0.92825	1	1	HV Go
169.02	0.92825	1	1	HV Go
43.014	0.92825	0.095238	2	HV Go - by choice
93.02	0.92825	0.011905	2	HV Go - by choice
110.02	0.92825	-0.071429	2	HV Go - by choice
125.02	0.92825	0.011905	2	HV Go - by choice
142.02	0.92825	-0.071429	2	HV Go - by choice
163.02	0.92825	0.011905	2	HV Go - by choice
169.02	0.92825	0.011905	2	HV Go - by choice
43.014	0.92825	0.03	3	HV Go - by value diff
93.02	0.92825	0.06	3	HV Go - by value diff
110.02	0.92825	-0.07	3	HV Go - by value diff
125.02	0.92825	-0.05	3	HV Go - by value diff
142.02	0.92825	0.01	3	HV Go - by value diff
163.02	0.92825	0.03	3	HV Go - by value diff
169.02	0.92825	-0.13	3	HV Go - by value diff
9.014	0.92825	1	4	HV NoGo
34.014	0.92825	1	4	HV NoGo
39.014	0.92825	1	4	HV NoGo
57.015	0.92825	1	4	HV NoGo
61.015	0.92825	1	4	HV NoGo
72.016	0.92825	1	4	HV NoGo
83.018	0.92825	1	4	HV NoGo
97.021	0.92825	1	4	HV NoGo
122.02	0.92825	1	4	HV NoGo
129.02	0.92825	1	4	HV NoGo
185.02	0.92825	1	4	HV NoGo
9.014	0.92825	0.12879	5	HV NoGo - by choice
34.014	0.92825	0.12879	5	HV NoGo - by choice
39.014	0.92825	0.12879	5	HV NoGo - by choice
57.015	0.92825	0.12879	5	HV NoGo - by choice
61.015	0.92825	-0.12121	5	HV NoGo - by choice
72.016	0.92825	-0.45455	5	HV NoGo - by choice
83.018	0.92825	-0.45455	5	HV NoGo - by choice
97.021	0.92825	0.12879	5	HV NoGo - by choice
122.02	0.92825	0.12879	5	HV NoGo - by choice
129.02	0.92825	0.12879	5	HV NoGo - by choice
185.02	0.92825	0.12879	5	HV NoGo - by choice
9.014	0.92825	0.06	6	HV NoGo - by value diff
34.014	0.92825	-0.04	6	HV NoGo - by value diff
39.014	0.92825	0.05	6	HV NoGo - by value diff
57.015	0.92825	-0.04	6	HV NoGo - by value diff
61.015	0.92825	-0.01	6	HV NoGo - by value diff
72.016	0.92825	0.06	6	HV NoGo - by value diff
83.018	0.92825	0.01	6	HV NoGo - by value diff
97.021	0.92825	0.02	6	HV NoGo - by value diff
122.02	0.92825	0.07	6	HV NoGo - by value diff
129.02	0.92825	-0.02	6	HV NoGo - by value diff
185.02	0.92825	-0.02	6	HV NoGo - by value diff
9.014	0.92825	-0.14671	7	HV - by RT
34.014	0.92825	0.13994	7	HV - by RT
39.014	0.92825	-0.084093	7	HV - by RT
43.014	0.92825	0.27889	7	HV - by RT
57.015	0.92825	0.12764	7	HV - by RT
61.015	0.92825	0.087527	7	HV - by RT
72.016	0.92825	0.16578	7	HV - by RT
83.018	0.92825	0.1408	7	HV - by RT
93.02	0.92825	-0.1259	7	HV - by RT
97.021	0.92825	-0.27354	7	HV - by RT
110.02	0.92825	0.31984	7	HV - by RT
122.02	0.92825	-0.14828	7	HV - by RT
