onset	duration	parametric_modulation	regressor	description
72.011	0.95604	1	1	HV Go
78.013	0.95604	1	1	HV Go
117.02	0.95604	1	1	HV Go
122.02	0.95604	1	1	HV Go
147.01	0.95604	1	1	HV Go
72.011	0.95604	-0.21212	2	HV Go - by choice
78.013	0.95604	0.15152	2	HV Go - by choice
117.02	0.95604	0.15152	2	HV Go - by choice
122.02	0.95604	0.15152	2	HV Go - by choice
147.01	0.95604	-0.24242	2	HV Go - by choice
72.011	0.95604	0.06	3	HV Go - by value diff
78.013	0.95604	-0.01	3	HV Go - by value diff
117.02	0.95604	0.09	3	HV Go - by value diff
122.02	0.95604	0.13	3	HV Go - by value diff
147.01	0.95604	-0.16	3	HV Go - by value diff
68.011	0.95604	1	4	HV NoGo
83.013	0.95604	1	4	HV NoGo
87.014	0.95604	1	4	HV NoGo
90.015	0.95604	1	4	HV NoGo
97.016	0.95604	1	4	HV NoGo
114.02	0.95604	1	4	HV NoGo
151.01	0.95604	1	4	HV NoGo
172.02	0.95604	1	4	HV NoGo
176.02	0.95604	1	4	HV NoGo
182.02	0.95604	1	4	HV NoGo
185.01	0.95604	1	4	HV NoGo
68.011	0.95604	0.042011	5	HV NoGo - by choice
83.013	0.95604	-0.018595	5	HV NoGo - by choice
87.014	0.95604	0.042011	5	HV NoGo - by choice
90.015	0.95604	-0.018595	5	HV NoGo - by choice
97.016	0.95604	-0.048898	5	HV NoGo - by choice
114.02	0.95604	-0.018595	5	HV NoGo - by choice
151.01	0.95604	0.042011	5	HV NoGo - by choice
172.02	0.95604	-0.018595	5	HV NoGo - by choice
176.02	0.95604	0.064738	5	HV NoGo - by choice
182.02	0.95604	-0.048898	5	HV NoGo - by choice
185.01	0.95604	-0.018595	5	HV NoGo - by choice
68.011	0.95604	-0.02	6	HV NoGo - by value diff
83.013	0.95604	0.02	6	HV NoGo - by value diff
87.014	0.95604	0.01	6	HV NoGo - by value diff
90.015	0.95604	0	6	HV NoGo - by value diff
97.016	0.95604	0.15	6	HV NoGo - by value diff
114.02	0.95604	0.05	6	HV NoGo - by value diff
151.01	0.95604	-0.15	6	HV NoGo - by value diff
172.02	0.95604	0.02	6	HV NoGo - by value diff
176.02	0.95604	-0.02	6	HV NoGo - by value diff
182.02	0.95604	0.12	6	HV NoGo - by value diff
185.01	0.95604	0.13	6	HV NoGo - by value diff
68.011	0.95604	-0.068353	7	HV - by RT
72.011	0.95604	-0.026383	7	HV - by RT
78.013	0.95604	0.22434	7	HV - by RT
83.013	0.95604	-0.085463	7	HV - by RT
87.014	0.95604	-0.063173	7	HV - by RT
90.015	0.95604	-0.031753	7	HV - by RT
97.016	0.95604	-0.022983	7	HV - by RT
114.02	0.95604	0.10909	7	HV - by RT
117.02	0.95604	0.096507	7	HV - by RT
122.02	0.95604	-0.082283	7	HV - by RT
147.01	0.95604	-0.21737	7	HV - by RT
151.01	0.95604	0.29057	7	HV - by RT
172.02	0.95604	0.27875	7	HV - by RT
176.02	0.95604	-0.30477	7	HV - by RT
182.02	0.95604	-0.22109	7	HV - by RT
185.01	0.95604	0.12439	7	HV - by RT
26.02	0.95604	1	8	LV Go
43.011	0.95604	1	8	LV Go
52.011	0.95604	1	8	LV Go
93.015	0.95604	1	8	LV Go
129.01	0.95604	1	8	LV Go
142.01	0.95604	1	8	LV Go
169.01	0.95604	1	8	LV Go
26.02	0.95604	0.008658	9	LV Go - by choice
43.011	0.95604	-0.058009	9	LV Go - by choice
52.011	0.95604	-0.058009	9	LV Go - by choice
93.015	0.95604	-0.027706	9	LV Go - by choice
129.01	0.95604	0.008658	9	LV Go - by choice
142.01	0.95604	0.063203	9	LV Go - by choice
169.01	0.95604	0.063203	9	LV Go - by choice
26.02	0.95604	-0.02	10	LV Go - by value diff
43.011	0.95604	0.05	10	LV Go - by value diff
52.011	0.95604	0.06	10	LV Go - by value diff
93.015	0.95604	0.06	10	LV Go - by value diff
129.01	0.95604	-0.03	10	LV Go - by value diff
142.01	0.95604	0.01	10	LV Go - by value diff
169.01	0.95604	0.02	10	LV Go - by value diff
9.0172	0.95604	1	11	LV NoGo
22.019	0.95604	1	11	LV NoGo
31.021	0.95604	1	11	LV NoGo
39.011	0.95604	1	11	LV NoGo
61.011	0.95604	1	11	LV NoGo
110.02	0.95604	1	11	LV NoGo
138.01	0.95604	1	11	LV NoGo
163.01	0.95604	1	11	LV NoGo
188.02	0.95604	1	11	LV NoGo
9.0172	0.95604	-0.70455	12	LV NoGo - by choice
22.019	0.95604	0.12121	12	LV NoGo - by choice
31.021	0.95604	0.12121	12	LV NoGo - by choice
39.011	0.95604	0.12121	12	LV NoGo - by choice
61.011	0.95604	0.11364	12	LV NoGo - by choice
110.02	0.95604	0.037879	12	LV NoGo - by choice
138.01	0.95604	0.11364	12	LV NoGo - by choice
163.01	0.95604	0.037879	12	LV NoGo - by choice
188.02	0.95604	0.037879	12	LV NoGo - by choice
9.0172	0.95604	0.02	13	LV NoGo - by value diff
22.019	0.95604	0.06	13	LV NoGo - by value diff
31.021	0.95604	-0.01	13	LV NoGo - by value diff
39.011	0.95604	-0.02	13	LV NoGo - by value diff
61.011	0.95604	-0.01	13	LV NoGo - by value diff
110.02	0.95604	0.1	13	LV NoGo - by value diff
138.01	0.95604	-0.04	13	LV NoGo - by value diff
163.01	0.95604	0.02	13	LV NoGo - by value diff
188.02	0.95604	0.09	13	LV NoGo - by value diff
9.0172	0.95604	-0.039092	14	LV - by RT
22.019	0.95604	-0.20134	14	LV - by RT
26.02	0.95604	-0.10897	14	LV - by RT
31.021	0.95604	-0.17088	14	LV - by RT
39.011	0.95604	0.11828	14	LV - by RT
43.011	0.95604	0.084298	14	LV - by RT
52.011	0.95604	-0.045592	14	LV - by RT
61.011	0.95604	0.27302	14	LV - by RT
93.015	0.95604	0.10098	14	LV - by RT
110.02	0.95604	0.20901	14	LV - by RT
129.01	0.95604	0.012128	14	LV - by RT
138.01	0.95604	0.106	14	LV - by RT
142.01	0.95604	-0.25487	14	LV - by RT
163.01	0.95604	0.12661	14	LV - by RT
169.01	0.95604	-0.23538	14	LV - by RT
188.02	0.95604	0.025818	14	LV - by RT
34.021	0.95604	1	15	Sanity
135.01	0.95604	1	15	Sanity
2.0159	0.95604	1	16	Missed trials
57.011	0.95604	1	16	Missed trials
125.01	0.95604	1	16	Missed trials
179.01	0.95604	1	16	Missed trials
