onset	duration	parametric_modulation	regressor	description
24.417	1	1	1	HV Go
55.407	1	1	1	HV Go
62.407	1	1	1	HV Go
75.409	1	1	1	HV Go
106.41	1	1	1	HV Go
120.42	1	1	1	HV Go
131.22	1	1	1	HV Go
134.21	1	1	1	HV Go
182.21	1	1	1	HV Go
186.21	1	1	1	HV Go
190.21	1	1	1	HV Go
194.21	1	1	1	HV Go
24.417	1	-0.48611	2	HV Go - by choice
55.407	1	0.26389	2	HV Go - by choice
62.407	1	0.097222	2	HV Go - by choice
75.409	1	0.18056	2	HV Go - by choice
106.41	1	0.097222	2	HV Go - by choice
120.42	1	-0.15278	2	HV Go - by choice
131.22	1	0.18056	2	HV Go - by choice
134.21	1	-0.15278	2	HV Go - by choice
182.21	1	0.26389	2	HV Go - by choice
186.21	1	0.097222	2	HV Go - by choice
190.21	1	-0.48611	2	HV Go - by choice
194.21	1	0.097222	2	HV Go - by choice
24.417	1	-0.043333	3	HV Go - by value
55.407	1	0.056667	3	HV Go - by value
62.407	1	0.046667	3	HV Go - by value
75.409	1	-0.063333	3	HV Go - by value
106.41	1	-0.0033333	3	HV Go - by value
120.42	1	0.0066667	3	HV Go - by value
131.22	1	-0.063333	3	HV Go - by value
134.21	1	0.0066667	3	HV Go - by value
182.21	1	0.056667	3	HV Go - by value
186.21	1	-0.0033333	3	HV Go - by value
190.21	1	-0.043333	3	HV Go - by value
194.21	1	0.046667	3	HV Go - by value
24.417	1	-0.097479	4	HV Go - by GSD
55.407	1	-0.066489	4	HV Go - by GSD
62.407	1	-0.059489	4	HV Go - by GSD
75.409	1	-0.046486	4	HV Go - by GSD
106.41	1	-0.015481	4	HV Go - by GSD
120.42	1	-0.0014786	4	HV Go - by GSD
131.22	1	0.0093233	4	HV Go - by GSD
134.21	1	0.012312	4	HV Go - by GSD
182.21	1	0.060316	4	HV Go - by GSD
186.21	1	0.064316	4	HV Go - by GSD
190.21	1	0.068317	4	HV Go - by GSD
194.21	1	0.072318	4	HV Go - by GSD
12.415	1	1	5	LV Go
51.407	1	1	5	LV Go
65.408	1	1	5	LV Go
86.411	1	1	5	LV Go
94.413	1	1	5	LV Go
96.413	1	1	5	LV Go
141.21	1	1	5	LV Go
146.21	1	1	5	LV Go
171.21	1	1	5	LV Go
177.21	1	1	5	LV Go
179.21	1	1	5	LV Go
220.22	1	1	5	LV Go
12.415	1	-0.20707	6	LV Go - by choice
51.407	1	-0.35707	6	LV Go - by choice
65.408	1	-0.023737	6	LV Go - by choice
86.411	1	-0.10707	6	LV Go - by choice
94.413	1	0.30202	6	LV Go - by choice
96.413	1	0.39293	6	LV Go - by choice
141.21	1	-0.20707	6	LV Go - by choice
146.21	1	0.30202	6	LV Go - by choice
171.21	1	0.39293	6	LV Go - by choice
177.21	1	-0.10707	6	LV Go - by choice
179.21	1	-0.023737	6	LV Go - by choice
220.22	1	-0.35707	6	LV Go - by choice
12.415	1	0.046667	7	LV Go - by value
51.407	1	-0.063333	7	LV Go - by value
65.408	1	0.0066667	7	LV Go - by value
86.411	1	-0.033333	7	LV Go - by value
94.413	1	0.026667	7	LV Go - by value
96.413	1	0.016667	7	LV Go - by value
141.21	1	0.046667	7	LV Go - by value
