onset	duration	parametric_modulation	regressor	description
29.033	0.95604	1	1	HV Go
32.033	0.95604	1	1	HV Go
43.033	0.95604	1	1	HV Go
54.034	0.95604	1	1	HV Go
59.034	0.95604	1	1	HV Go
67.034	0.95604	1	1	HV Go
80.034	0.95604	1	1	HV Go
100.03	0.95604	1	1	HV Go
106.03	0.95604	1	1	HV Go
110.03	0.95604	1	1	HV Go
160.04	0.95604	1	1	HV Go
188.04	0.95604	1	1	HV Go
29.033	0.95604	0.069444	2	HV Go - by choice
32.033	0.95604	0.15278	2	HV Go - by choice
43.033	0.95604	-0.26389	2	HV Go - by choice
54.034	0.95604	0.069444	2	HV Go - by choice
59.034	0.95604	-0.26389	2	HV Go - by choice
67.034	0.95604	0.15278	2	HV Go - by choice
80.034	0.95604	0.069444	2	HV Go - by choice
100.03	0.95604	-0.26389	2	HV Go - by choice
106.03	0.95604	0.069444	2	HV Go - by choice
110.03	0.95604	0.15278	2	HV Go - by choice
160.04	0.95604	0.069444	2	HV Go - by choice
188.04	0.95604	-0.013889	2	HV Go - by choice
29.033	0.95604	-0.16	3	HV Go - by value diff
32.033	0.95604	0.13	3	HV Go - by value diff
43.033	0.95604	0.02	3	HV Go - by value diff
54.034	0.95604	-0.1	3	HV Go - by value diff
59.034	0.95604	0.08	3	HV Go - by value diff
67.034	0.95604	-0.04	3	HV Go - by value diff
80.034	0.95604	-0.05	3	HV Go - by value diff
100.03	0.95604	0.01	3	HV Go - by value diff
106.03	0.95604	-0.06	3	HV Go - by value diff
110.03	0.95604	0.07	3	HV Go - by value diff
160.04	0.95604	0.01	3	HV Go - by value diff
188.04	0.95604	-0.05	3	HV Go - by value diff
5.0327	0.95604	1	4	HV NoGo
13.033	0.95604	1	4	HV NoGo
25.033	0.95604	1	4	HV NoGo
113.03	0.95604	1	4	HV NoGo
150.03	0.95604	1	4	HV NoGo
178.02	0.95604	1	4	HV NoGo
5.0327	0.95604	0.26389	5	HV NoGo - by choice
13.033	0.95604	-0.40278	5	HV NoGo - by choice
25.033	0.95604	0.26389	5	HV NoGo - by choice
113.03	0.95604	0.26389	5	HV NoGo - by choice
150.03	0.95604	-0.31944	5	HV NoGo - by choice
178.02	0.95604	-0.069444	5	HV NoGo - by choice
5.0327	0.95604	0.06	6	HV NoGo - by value diff
13.033	0.95604	-0.03	6	HV NoGo - by value diff
25.033	0.95604	-0.01	6	HV NoGo - by value diff
113.03	0.95604	-0.05	6	HV NoGo - by value diff
150.03	0.95604	0.03	6	HV NoGo - by value diff
178.02	0.95604	-0.02	6	HV NoGo - by value diff
5.0327	0.95604	0.21138	7	HV - by RT
13.033	0.95604	-0.020826	7	HV - by RT
25.033	0.95604	0.037024	7	HV - by RT
29.033	0.95604	-0.043056	7	HV - by RT
32.033	0.95604	-0.23207	7	HV - by RT
43.033	0.95604	0.00078389	7	HV - by RT
54.034	0.95604	0.058544	7	HV - by RT
59.034	0.95604	0.42186	7	HV - by RT
67.034	0.95604	-0.20155	7	HV - by RT
80.034	0.95604	-0.14373	7	HV - by RT
100.03	0.95604	0.063094	7	HV - by RT
106.03	0.95604	-0.19115	7	HV - by RT
110.03	0.95604	-0.15216	7	HV - by RT
113.03	0.95604	-0.067186	7	HV - by RT
150.03	0.95604	-0.046746	7	HV - by RT
160.04	0.95604	-0.074106	7	HV - by RT
178.02	0.95604	0.47527	7	HV - by RT
188.04	0.95604	-0.095406	7	HV - by RT
2.0327	0.95604	1	8	LV Go
50.033	0.95604	1	8	LV Go
63.035	0.95604	1	8	LV Go
70.034	0.95604	1	8	LV Go
90.034	0.95604	1	8	LV Go
94.034	0.95604	1	8	LV Go
130.03	0.95604	1	8	LV Go
146.03	0.95604	1	8	LV Go
156.03	0.95604	1	8	LV Go
181.04	0.95604	1	8	LV Go
2.0327	0.95604	-0.28848	9	LV Go - by choice
50.033	0.95604	0.21152	9	LV Go - by choice
63.035	0.95604	0.21152	9	LV Go - by choice
70.034	0.95604	0.12061	9	LV Go - by choice
90.034	0.95604	0.21152	9	LV Go - by choice
94.034	0.95604	-0.20515	9	LV Go - by choice
130.03	0.95604	0.21152	9	LV Go - by choice
146.03	0.95604	-0.38848	9	LV Go - by choice
156.03	0.95604	0.12061	9	LV Go - by choice
181.04	0.95604	-0.20515	9	LV Go - by choice
2.0327	0.95604	0.02	10	LV Go - by value diff
50.033	0.95604	-0.02	10	LV Go - by value diff
63.035	0.95604	0.05	10	LV Go - by value diff
70.034	0.95604	-0.01	10	LV Go - by value diff
90.034	0.95604	-0.02	10	LV Go - by value diff
94.034	0.95604	0.01	10	LV Go - by value diff
130.03	0.95604	-0.01	10	LV Go - by value diff
146.03	0.95604	0.05	10	LV Go - by value diff
156.03	0.95604	0.08	10	LV Go - by value diff
181.04	0.95604	-0.03	10	LV Go - by value diff
8.0327	0.95604	1	11	LV NoGo
18.033	0.95604	1	11	LV NoGo
46.033	0.95604	1	11	LV NoGo
87.034	0.95604	1	11	LV NoGo
103.03	0.95604	1	11	LV NoGo
116.03	0.95604	1	11	LV NoGo
140.03	0.95604	1	11	LV NoGo
166.04	0.95604	1	11	LV NoGo
8.0327	0.95604	-0.12027	12	LV NoGo - by choice
18.033	0.95604	0.18277	12	LV NoGo - by choice
46.033	0.95604	0.18277	12	LV NoGo - by choice
87.034	0.95604	-0.12027	12	LV NoGo - by choice
103.03	0.95604	0.18277	12	LV NoGo - by choice
116.03	0.95604	0.18277	12	LV NoGo - by choice
140.03	0.95604	-0.28693	12	LV NoGo - by choice
166.04	0.95604	-0.2036	12	LV NoGo - by choice
8.0327	0.95604	0.1	13	LV NoGo - by value diff
18.033	0.95604	0.03	13	LV NoGo - by value diff
46.033	0.95604	-0.02	13	LV NoGo - by value diff
87.034	0.95604	-0.01	13	LV NoGo - by value diff
103.03	0.95604	0.02	13	LV NoGo - by value diff
116.03	0.95604	0	13	LV NoGo - by value diff
140.03	0.95604	-0.06	13	LV NoGo - by value diff
166.04	0.95604	0.06	13	LV NoGo - by value diff
2.0327	0.95604	-0.091317	14	LV - by RT
8.0327	0.95604	0.10659	14	LV - by RT
18.033	0.95604	0.17739	14	LV - by RT
46.033	0.95604	0.0079528	14	LV - by RT
50.033	0.95604	-0.28805	14	LV - by RT
63.035	0.95604	-0.21054	14	LV - by RT
70.034	0.95604	-0.065317	14	LV - by RT
87.034	0.95604	0.25643	14	LV - by RT
90.034	0.95604	-0.023677	14	LV - by RT
94.034	0.95604	0.084343	14	LV - by RT
103.03	0.95604	-0.045877	14	LV - by RT
116.03	0.95604	0.046973	14	LV - by RT
130.03	0.95604	-0.0072072	14	LV - by RT
140.03	0.95604	-0.0013472	14	LV - by RT
146.03	0.95604	-0.017477	14	LV - by RT
156.03	0.95604	0.035853	14	LV - by RT
166.04	0.95604	0.025203	14	LV - by RT
181.04	0.95604	0.010063	14	LV - by RT
39.033	0.95604	1	15	Sanity
84.034	0.95604	1	15	Sanity
0	0	0	16	Missed trials
